요양기관명,종별코드명,시도코드명,시군구코드명,읍면동,우편번호,주소,전화번호
두루미약국,약국,서울,성북구,장위동,2766,"서울특별시 성북구 장월로 146, 1층 (장위동)",02-942-0700
부활약국,약국,서울,강남구,역삼동,6232,"서울특별시 강남구 강남대로 378, 준빌딩 지하1층 (역삼동)",02-558-9799
외대조은약국,약국,서울,영등포구,당산동1가,7292,"서울특별시 영등포구 영등포로 130, 상가동 1층 104,105호 (당산동1가, 진로아파트)",02-2634-1323
상봉태평양약국,약국,서울,영등포구,신길동,7318,"서울특별시 영등포구 영등포로 367, 104호 (신길동, 더로드캐슬)",02-833-1260
마법의약국,약국,서울,관악구,봉천동,8708,"서울특별시 관악구 보라매로3길 29, 3층 11호 (봉천동, 해태보라매타워)",02-849-7770
가족사랑약국,약국,서울,양천구,목동,7961,"서울특별시 양천구 목동중앙로 95, (목동)",02-6012-3968
강남미약국,약국,서울,송파구,신천동,5504,"서울특별시 송파구 올림픽로35길 124, 2동 410,411호 (신천동, 장미아파트 에이상가)",02-412-4246
옵티마서울약국,약국,서울,강동구,길동,5355,"서울특별시 강동구 천호대로 1107, 102호 (길동, SK허브)",02-477-3931
화원약국,약국,서울,마포구,용강동,4166,"서울특별시 마포구 토정로31길 24, 상가동 B117호 (용강동, e편한세상마포3차아파트)",02-716-0254
청백약국,약국,서울,강동구,성내동,5378,"서울특별시 강동구 천호대로 1006, 브라운스톤천호 (성내동)",02-475-3307
강동천사약국,약국,서울,송파구,잠실동,5566,"서울특별시 송파구 삼전로 99, 대성빌딩 1층 (잠실동)",02-425-1425
가까운 약국,약국,서울,광진구,자양동,5064,"서울특별시 광진구 뚝섬로 595, 1층 (자양동)",02-454-3222
창현약국,약국,서울,관악구,봉천동,8788,"서울특별시 관악구 남부순환로 1832, 1층 1호 (봉천동)",882-7583
가까운사랑약국,약국,서울,서초구,서초동,6615,"서울특별시 서초구 강남대로61길 7, 1층 (서초동)",02-533-6348
착한약국,약국,서울,용산구,효창동,4318,"서울특별시 용산구 백범로 259, 지층 (효창동)",02-2611-2789
메디팜제일약국,약국,서울,강동구,천호동,5320,"서울특별시 강동구 상암로 104, A동 101호 (천호동)",02-477-5756
클로버팜약국,약국,서울,영등포구,대림동,7403,"서울특별시 영등포구 가마산로48길 16, 302호 (대림동)",02-841-1085
지하철더조은약국,약국,서울,구로구,개봉동,8348,"서울특별시 구로구 개봉로 47, 1층 (개봉동)",2066-7062
새서울DMC약국,약국,서울,관악구,신림동,8774,"서울특별시 관악구 신원로 23, 105호 (신림동)",02-6339-9398
신월우리약국,약국,서울,송파구,석촌동,5687,"서울특별시 송파구 가락로 113, (석촌동, 금도빌딩 104호)",02-423-2664
서남고은약국,약국,서울,금천구,독산동,8557,"서울특별시 금천구 독산로 252, 1층 (독산동)",855-2054
역삼태평양약국,약국,서울,강남구,청담동,6069,"서울특별시 강남구 학동로 413, 청담빌딩 2층 (청담동)",02-545-0546
리더스약국,약국,서울,서초구,반포동,6536,"서울특별시 서초구 강남대로 519, 1층 (반포동)",02-540-1415
이층은약국,약국,서울,서초구,서초동,6614,"서울특별시 서초구 강남대로 415, 대동빌딩 4층 (서초동)",02-533-3321
1층천호약국,약국,서울,서초구,잠원동,6524,"서울특별시 서초구 강남대로 615, 1층 (잠원동, 금정빌딩)",02-540-5001
1층호약국,약국,서울,서초구,반포동,6535,"서울특별시 서초구 강남대로 543, 1층 (반포동)",02-541-3838
연수약국,약국,서울,서초구,서초동,6612,"서울특별시 서초구 강남대로 439, 1층 102호 (서초동, 유화빌딩)",02-532-8229
수프라자약국,약국,서울,서초구,양재동,6779,"서울특별시 서초구 강남대로 48-6, 1층 101호 (양재동)",070-7795-7505
메디팜 정다운약국,약국,서울,서초구,잠원동,6526,"서울특별시 서초구 강남대로 605, 휴먼TOWER 104호 (잠원동)",02-546-2728
참미래약국,약국,서울,서초구,양재동,6749,"서울특별시 서초구 강남대로 221, 양재역환승주차장 3층 303호 (양재동)",02-573-1205
키즈플러스약국,약국,서울,서초구,서초동,6614,"서울특별시 서초구 강남대로 423, 한승빌딩 1층 (서초동)",02-534-8828
압구정제이약국,약국,서울,서초구,서초동,6611,"서울특별시 서초구 강남대로 449-3, 보보빌딩 1층 (서초동)",02-536-3037
새한약국,약국,서울,서초구,반포동,6541,"서울특별시 서초구 강남대로 483, 지하1층 (반포동)",02-511-8945
원이약국,약국,서울,서초구,서초동,6620,"서울특별시 서초구 강남대로 375, 104호 (서초동, 서초현대타워아파트)",02-2055-2272
유온약국,약국,서울,서초구,양재동,6749,"서울특별시 서초구 강남대로 213, 스포타임 엘타워 1층 (양재동)",070-8691-1260
신백구약국,약국,서울,서초구,서초동,6611,"서울특별시 서초구 강남대로 449, 영신빌딩 지하2층 (서초동)",
우정옵티마약국,약국,서울,종로구,종로6가,3198,"서울특별시 종로구 종로 266, 동대문종합시장 D동 1층 1호 (종로6가)",02-2379-7388
온누리삼선약국,약국,서울,성동구,하왕십리동,4715,"서울특별시 성동구 왕십리로 327, 1층 (하왕십리동)",02-6953-2773
연두약국,약국,서울,동작구,상도동,6919,"서울특별시 동작구 양녕로 281, (상도동, 상도빌딩)",02-816-3869
동서옵티마약국,약국,서울,강남구,논현동,6057,"서울특별시 강남구 언주로146길 18, (논현동, 동현아파트상가)",547-8207
유민약국,약국,서울,영등포구,당산동3가,7256,"서울특별시 영등포구 당산로31길 6, (당산동3가, 영등포병원)",02-2632-9359
파크리오오렌지약국,약국,서울,강서구,등촌동,7575,"서울특별시 강서구 양천로 476, 금부빌딩 402호 (등촌동)",070-7543-5108
다올약국,약국,서울,강서구,방화동,7620,"서울특별시 강서구 방화동로 37, 메디스타워 102호 (방화동)",02-2064-2204
성균관약국,약국,서울,종로구,숭인동,3112,"서울특별시 종로구 숭인동길 21, (숭인동, 종로청계힐스테이트상가 가동 101호)",02-2242-3552
동대문보건약국,약국,서울,동작구,상도동,6964,"서울특별시 동작구 상도로 202, (상도동)",02-815-1120
영동프라자약국,약국,서울,강남구,역삼동,6247,"서울특별시 강남구 논현로 409, 1층 일부호 (역삼동)",02-558-6338
원플러스약국,약국,서울,구로구,신도림동,8207,"서울특별시 구로구 경인로63길 11, 신도림 크라운빌2 오피스텔 109호 (신도림동)",02-2633-0118
우리원약국,약국,서울,동작구,흑석동,6980,"서울특별시 동작구 서달로8길 4, (흑석동)",02-812-5399
단풍약국,약국,서울,강남구,역삼동,6125,"서울특별시 강남구 논현로 561, 1층 (역삼동)",02-2135-6705
연세메디칼약국,약국,서울,강남구,신사동,6031,"서울특별시 강남구 논현로 835, JK빌딩 1층 (신사동)",02-543-1275
한일약국,약국,서울,강남구,신사동,6025,"서울특별시 강남구 논현로 838, 원방프라자 1층 일부호 (신사동)",070-4240-0279
종오약국,약국,서울,관악구,봉천동,8749,"서울특별시 관악구 은천로 38, (봉천동)",02-875-8005
북가좌온누리에약국,약국,서울,강남구,신사동,6025,"서울특별시 강남구 논현로 842, 압구정빌딩 1층 일부호 (신사동)",02-548-6243
관악희망약국,약국,서울,서대문구,북가좌동,3709,"서울특별시 서대문구 수색로 100, 4단지 상가1동 1-13호 (북가좌동, DMC래미안e편한세상)",02-302-2764
종로센트럴약국,약국,서울,마포구,서교동,4044,"서울특별시 마포구 양화로 72, 1층 118호 (서교동)",02-337-7959
도곡명약국,약국,서울,동대문구,회기동,2453,"서울특별시 동대문구 경희대로 6-1, 3층 (회기동)",02-965-1055
성원큰사랑약국,약국,서울,동대문구,답십리동,2622,"서울특별시 동대문구 천호대로 313, 10호, 11호 (답십리동, 태영빌딩)",02-3394-4882
강북열린약국,약국,서울,금천구,독산동,8546,"서울특별시 금천구 독산로85길 13, (독산동)",02-857-2166
씨티약국,약국,서울,강동구,성내동,5404,"서울특별시 강동구 양재대로 1365, 심포니타워 111호 (성내동)",02-486-2005
갤러리약국,약국,서울,도봉구,창동,1455,"서울특별시 도봉구 도봉로 468, (창동)",906-0280
정다운이화약국,약국,서울,도봉구,방학동,1334,"서울특별시 도봉구 도봉로 684, 116호 (방학동)",02-955-2486
해태사랑약국,약국,서울,도봉구,창동,1397,"서울특별시 도봉구 도봉로 626, (창동)",904-3644
메디팜메트로약국,약국,서울,송파구,가락동,5820,"서울특별시 송파구 동남로 215, (가락동)",02-402-0612
미솔약국,약국,서울,종로구,관철동,3189,"서울특별시 종로구 청계천로 49, (관철동)",02-734-4690
잠실수약국,약국,서울,강북구,미아동,1211,"서울특별시 강북구 도봉로 53, 2층 (미아동)",02-986-3583
한소망약국,약국,서울,마포구,염리동,4154,"서울특별시 마포구 큰우물로 53, 염리동 106호 (염리동, 마포 네이버타운)",02-714-7588
서강약국,약국,서울,중랑구,신내동,2024,"서울특별시 중랑구 신내로 211, 130,131호 (신내동, 금강리빙스텔)",02-3423-3323
경희다정한약국,약국,서울,구로구,구로동,8304,"서울특별시 구로구 구로중앙로12길 38, (구로동)",02-851-0601
가가호호조은약국,약국,서울,송파구,잠실동,5554,"서울특별시 송파구 올림픽로 240, 잠실지하광장 지하도상가 1호 (잠실동)",02-3431-4485
신서대문대학약국,약국,서울,동작구,노량진동,6928,"서울특별시 동작구 노량진로8길 3, 경성빌딩 (노량진동)",02-816-4744
새비홍약국,약국,서울,광진구,구의동,5047,"서울특별시 광진구 아차산로 466, 트리니티 빌딩 2층 (구의동)",02-444-6704
SK온누리약국,약국,서울,광진구,구의동,5044,"서울특별시 광진구 아차산로 373, 원이빌딩 1층 (구의동)",02-455-6813
신종로약국,약국,서울,서초구,서초동,6611,"서울특별시 서초구 강남대로 455, 3층 305호 (서초동, 강남태영데시앙루브)",02-533-1595
카톨릭대학약국,약국,서울,강남구,신사동,6030,"서울특별시 강남구 논현로171길 11, 1층 (신사동)",02-516-0954
덕현당한약국,약국,서울,강남구,대치동,6205,"서울특별시 강남구 선릉로 324, SH타워 5층 (대치동)",02-508-5030
어깨동무약국,약국,서울,관악구,신림동,8859,"서울특별시 관악구 난향2길 8, 1층 (신림동)",868-7231
부민약국,약국,서울,노원구,중계동,1714,"서울특별시 노원구 한글비석로 263, 성모빌딩 302-1호 (중계동)",02-939-6522
밍약국,약국,서울,영등포구,당산동6가,7222,"서울특별시 영등포구 양평로 68, DN빌딩 1층 (당산동6가)",02-2633-3669
종로중앙약국,약국,서울,종로구,평동,3180,"서울특별시 종로구 경교장길 35, 3136호 (평동, 경희궁자이 3단지)",02-739-0399
친절한 명성약국,약국,서울,강남구,역삼동,6131,"서울특별시 강남구 논현로95길 29-13, 2층 (역삼동)",02-412-0705
참약사도담약국,약국,서울,종로구,무악동,3030,"서울특별시 종로구 통일로 254, 1층, 지하1층 (무악동)",02-737-1543
예사랑약국,약국,서울,종로구,무악동,3030,"서울특별시 종로구 통일로 262, 1층 (무악동)",02-733-9219
모범약국,약국,서울,동작구,상도동,6964,"서울특별시 동작구 상도로 246, 1층 (상도동)",02-3280-8710
늘사랑약국,약국,서울,성북구,안암동5가,2855,"서울특별시 성북구 고려대로 82, (안암동5가)",02-924-2121
한빛평화약국,약국,서울,용산구,효창동,4318,"서울특별시 용산구 백범로51길 6, 지하1층 (효창동)",02-701-8224
봄나라약국,약국,서울,서초구,잠원동,6523,"서울특별시 서초구 신반포로 257, 지하1층 (잠원동, 뉴타운)",02-537-1840
우면메디칼약국,약국,서울,영등포구,당산동5가,7214,"서울특별시 영등포구 영신로 259, (당산동5가)",02-2678-8084
보림한약국,약국,서울,노원구,상계동,1631,"서울특별시 노원구 수락산로 190, 203호 (상계동, 희락상가)",02-937-6790
홍익약국,약국,서울,서대문구,홍은동,3605,"서울특별시 서대문구 홍은중앙로8길 20, 1층 (홍은동)",02-396-3885
성북녹십자약국,약국,서울,강남구,신사동,6035,"서울특별시 강남구 도산대로 109, 1층 101호 (신사동)",02-514-3704
참약사엘림약국,약국,서울,중구,충무로1가,4535,"서울특별시 중구 소공로 58, 화-2호 (충무로1가, 회현지하상가)",02-753-2129
미소드림약국,약국,서울,강서구,가양동,7528,"서울특별시 강서구 양천로 401, 109-2호 (가양동, 강서한강자이타워A동)",02-2638-5233
육층약국,약국,서울,동작구,흑석동,6973,"서울특별시 동작구 서달로 123, 상가동 105호 (흑석동, 롯데캐슬 에듀포레)",02-813-7442
삼층약국,약국,서울,영등포구,당산동5가,7213,"서울특별시 영등포구 당산로 223, (당산동5가)",02-2069-0823
예담한약국,약국,서울,양천구,신월동,7936,"서울특별시 양천구 월정로 50, 1층 121호 (신월동, 청솔아파트)",02-2690-2106
안세약국,약국,서울,용산구,후암동,4337,"서울특별시 용산구 신흥로 150-1, (후암동)",02-754-5682
칠칠약국,약국,서울,구로구,고척동,8234,"서울특별시 구로구 고척로 148, (고척동)",02-2612-7787
수정온누리약국,약국,서울,종로구,세종로,3183,"서울특별시 종로구 세종대로 159, 4층 (세종로)",02-720-1717
마트약국,약국,서울,구로구,구로동,8309,"서울특별시 구로구 구로동로 145-6, B동 1,2층 (구로동)",02-852-0270
참조아약국,약국,서울,양천구,신월동,8064,"서울특별시 양천구  신월로 164, (신월동)",02-2696-1004
연세파란약국,약국,서울,구로구,개봉동,8238,"서울특별시 구로구 경인로 315, (개봉동)",02-2060-2541
행복한약수약국,약국,서울,강남구,논현동,6041,"서울특별시 강남구 논현로 717, 지하1층 일부호 (논현동)",02-548-3856
관악우리약국,약국,서울,영등포구,여의도동,7327,"서울특별시 영등포구  국제금융로2길 7, (여의도동)",02-783-4920
상계1번약국,약국,서울,광진구,자양동,5058,"서울특별시 광진구 자양로13길 47, 1층 (자양동, 욱영빌딩)",02-3436-9714
강남역스타약국,약국,서울,동작구,상도1동,6968,"서울특별시 동작구 양녕로 264, (상도1동)",02-821-0007
청계약국,약국,서울,송파구,풍납동,5531,"서울특별시 송파구 올림픽로49길 21, (풍납동, 1층)",02-484-2255
세빛약국,약국,서울,성북구,안암동5가,2855,"서울특별시 성북구 고려대로 78, (안암동5가)",02-927-2792
샌트럴 이든 약국,약국,서울,영등포구,신길동,7436,"서울특별시 영등포구 신길로 36-1, (신길동)",02-841-3004
연세드림약국,약국,서울,용산구,한남동,4419,"서울특별시 용산구 독서당로 67, (한남동)",02-790-7897
샬롬약국,약국,서울,영등포구,신길동,7392,"서울특별시 영등포구 여의대방로 145, 1층 (신길동, 세인트빌딩)",02-832-2341
이앤약국,약국,서울,성동구,행당동,4746,"서울특별시 성동구 고산자로 164, 107호 (행당동, 행당한신아파트)",02-2281-7292
뉴욕온누리약국,약국,서울,강서구,마곡동,7788,"서울특별시 강서구 마곡중앙로 161-8, 두산더랜드파크 A동 A210호 (마곡동)",6989-8070
새상아약국,약국,서울,강남구,역삼동,6132,"서울특별시 강남구 논현로 503, 703-1호 (역삼동, 송촌빌딩)",552-6861
온누리구인당약국,약국,서울,영등포구,여의도동,7333,"서울특별시 영등포구 여의대방로 375, 아일렉스타워 108호 (여의도동)",02-783-1017
메디칼미래약국,약국,서울,영등포구,신길동,7434,"서울특별시 영등포구 여의대방로 83, 1층 (신길동)",02-836-1017
옵티마대영약국,약국,서울,강남구,역삼동,6218,"서울특별시 강남구 선릉로 309, SJ빌딩 1층 (역삼동)",02-555-2017
삼성해든약국,약국,서울,강북구,미아동,1222,"서울특별시 강북구 월계로7나길 9, (미아동)",02-987-0389
아이조은약국,약국,서울,송파구,잠실동,5501,"서울특별시 송파구 올림픽로 119, (잠실동, 파인애플상가 5B29-2호)",02-412-7380
아너힐즈약국,약국,서울,관악구,신림동,8777,"서울특별시 관악구 신림로 324, 1층 (신림동)",02-876-3304
아차산하이약국,약국,서울,관악구,신림동,8777,"서울특별시 관악구 신림로 318, 1층 101호 (신림동, 청암두산위브센티움)",882-0072
느티나무약국,약국,서울,관악구,신림동,8753,"서울특별시 관악구 신림로 368, (신림동)",02-6012-5453
하이팜약국,약국,서울,관악구,신림동,8754,"서울특별시 관악구 신림로 344, SK허브그린 107,108호 (신림동)",02-889-8875
수플러스약국,약국,서울,중랑구,면목동,2221,"서울특별시 중랑구 사가정로51길 45, 우리보건약국, 민초원건강원 1층 (면목동)",02-433-8221
서초민트약국,약국,서울,관악구,신림동,8775,"서울특별시 관악구 신림로 271, 1층 (신림동)",02-866-7288
서초사랑약국,약국,서울,관악구,신림동,8754,"서울특별시 관악구 신림로 340, 르네상스복합쇼핑몰 3층 (신림동)",02-882-3357
명동명약국,약국,서울,관악구,신림동,8838,"서울특별시 관악구 신림로 158, 1층 1호 (신림동, 영광빌딩)",02-873-4760
래미안약국,약국,서울,구로구,구로동,8304,"서울특별시 구로구 구로중앙로 16, 1층 (구로동)",02-859-6414
노아약국,약국,서울,관악구,남현동,8806,"서울특별시 관악구 남부순환로 2082-33, (남현동)",02-597-1730
대우사약국,약국,서울,구로구,신도림동,8208,"서울특별시 구로구 경인로67길 23, 101동 302호 (신도림동, 신도림2차푸르지오)",02-2636-8123
명소약국,약국,서울,종로구,종로2가,3164,"서울특별시 종로구 종로 65, 103호 (종로2가)",02-739-9856
에스케이약국,약국,서울,구로구,신도림동,8209,"서울특별시 구로구 경인로 662, 지하1층 (신도림동, 디큐브시티)",02-2211-0227
신대명약국,약국,서울,성동구,성수동1가,4790,"서울특별시 성동구 아차산로 41, (성수동1가,삼성빌딩 지하1층)",02-469-9700
중계약국,약국,서울,강서구,방화동,7510,"서울특별시 강서구 금낭화로 135, (방화동)",02-2665-0181
제니스약국,약국,서울,양천구,목동,7993,"서울특별시 양천구 오목로 281, 1층 102호 (목동)",02-2645-2725
메디팜대신M약국,약국,서울,강남구,역삼동,6232,"서울특별시 강남구 강남대로 388, 강남센타빌딩 지하 2층 2호 (역삼동)",
참행복한약국,약국,서울,서초구,서초동,6612,"서울특별시 서초구 강남대로 435, 주류성빌딩 1층 (서초동)",070-8841-0063
우리서울약국,약국,서울,중랑구,면목동,2238,"서울특별시 중랑구 사가정로 384, 1층 101호 (면목동)",02-434-5102
2층써밋약국,약국,서울,중랑구,면목동,2214,"서울특별시 중랑구 사가정로 395, (면목동)",02-432-6641
모주현약국,약국,서울,중랑구,면목동,2214,"서울특별시 중랑구 사가정로 401, 창대빌딩 (면목동)",02-434-4177
이화제니약국,약국,서울,강서구,등촌동,7590,"서울특별시 강서구 화곡로63길 133, 1층 일부호 (등촌동)",02-3663-1113
가산약국,약국,서울,서초구,잠원동,6512,"서울특별시 서초구 신반포로 213, 반포쇼핑타운 7동 1층 13,14호 (잠원동)",02-3478-5530
건강밝은약국,약국,서울,동작구,흑석동,6979,"서울특별시 동작구 서달로 158, (흑석동, 명수대상가104호)",02-816-8766
다니엘약국,약국,서울,관악구,신림동,8700,"서울특별시 관악구 시흥대로 578, 1층 (신림동)",02-855-9842
하니약국,약국,서울,강북구,수유동,1099,"서울특별시 강북구 삼양로 319, 1층 (수유동)",02-987-2544
하루약국,약국,서울,강남구,논현동,6119,"서울특별시 강남구 강남대로 492, 한맥빌딩 1층 일부호 (논현동)",02-517-9096
365 새누리약국,약국,서울,도봉구,쌍문동,1387,"서울특별시 도봉구 해등로26길 7, (쌍문동, 우진빌딩 110,116호)",02-990-0600
청담라인약국,약국,서울,동대문구,이문동,2409,"서울특별시 동대문구 신이문로 27, 1층 101호 (이문동)",02-967-3025
신진약국,약국,서울,중구,신당동,4578,"서울특별시 중구 퇴계로 438-1, (신당동)",02-2234-3531
세이지약국,약국,서울,강남구,대치동,6194,"서울특별시 강남구 테헤란로78길 8, 7층 일부호 (대치동, 현빌딩)",02-567-0409
자양약국,약국,서울,강남구,논현동,6119,"서울특별시 강남구 강남대로122길 10, 영흥빌딩 1층 일부호 (논현동)",0000-0000
조은우리약국,약국,서울,은평구,구산동,3412,"서울특별시 은평구 서오릉로 149, (구산동)",02-356-3393
용마약국,약국,서울,강동구,천호동,5339,"서울특별시 강동구 천호대로 1087, 2층 203호 (천호동, 진넥스빌Ⅲ)",02-470-7904
아차산약국,약국,서울,성북구,석관동,2787,"서울특별시 성북구 화랑로 248, 장위뉴타워 102호, 102-1호 (석관동)",02-967-5555
광진제일큰약국,약국,서울,동작구,노량진동,6914,"서울특별시 동작구 만양로 84, 102,103호 (노량진동, 삼익주상복합상가)",02-826-9848
광진바른약국,약국,서울,성북구,하월곡동,2751,"서울특별시 성북구 화랑로 76, 코업스타클래스 지하1층 (하월곡동)",02-943-1432
명동하이약국,약국,서울,강동구,암사동,5236,"서울특별시 강동구 고덕로 131, (암사동, 강동 롯데캐슬퍼스트아파트)",02-442-9980
함춘약국,약국,서울,강북구,미아동,1168,"서울특별시 강북구 솔매로 80, 1층 (미아동)",02-989-9088
하트약국,약국,서울,관악구,봉천동,8735,"서울특별시 관악구 관악로30길 12, 121호, 122호 (봉천동, 우성아파트상가)",02-882-6612
위드팜바른약국,약국,서울,강북구,번동,1063,"서울특별시 강북구 도봉로 358, 2층 201호 (번동, 코스타타워)",02-903-7578
파스텔약국,약국,서울,강남구,삼성동,6084,"서울특별시 강남구 학동로 504, 1층 3호 (삼성동)",02-512-0556
헬리오이화약국,약국,서울,도봉구,방학동,1334,"서울특별시 도봉구 도봉로150길 8, 이안테라디움방학역 105호 (방학동)",02-6338-6337
조달청사약국,약국,서울,강동구,고덕동,5229,"서울특별시 강동구 아리수로50길 50, 4층 405,406,407호 (고덕동, 래미안힐스테이트고덕)",02-427-7588
종각호약국,약국,서울,송파구,신천동,5510,"서울특별시 송파구 올림픽로35다길 42, 한국루터회관 1층 (신천동)",02-6424-7050
송정약국,약국,서울,송파구,가락동,5701,"서울특별시 송파구 오금로 306, 101호 (가락동, 가락스타클래스)",448-5186
동의보감한약국,약국,서울,송파구,방이동,5645,"서울특별시 송파구 오금로 247, 건양빌딩 1층 (방이동)",02-413-7978
잠실미소약국,약국,서울,구로구,천왕동,8365,"서울특별시 구로구 천왕로 32, 천왕에이스프라자 103호 (천왕동)",02-2066-7525
쌍문마이팜약국,약국,서울,영등포구,문래동6가,7281,"서울특별시 영등포구 선유로 59, (문래동6가)",02-2678-9135
홍신약국,약국,서울,강남구,개포동,6335,"서울특별시 강남구 개포로 615, 석탑프라자 305-1호 (개포동)",02-451-0530
참자연약국,약국,서울,동작구,노량진동,6925,"서울특별시 동작구 장승배기로20길 2, (노량진동)",02-815-0506
당산봄약국,약국,서울,송파구,가락동,5769,"서울특별시 송파구 오금로 404, 원일빌딩 1층 105호 (가락동)",02-431-1221
SooPharm수약국,약국,서울,강동구,암사동,5251,"서울특별시 강동구 고덕로10길 53, (암사동)",02-429-7977
학동봄약국,약국,서울,노원구,상계동,1682,"서울특별시 노원구 상계로27길 32, 106호 (상계동)",934-9934
해바라기약국,약국,서울,송파구,가락동,5769,"서울특별시 송파구 오금로 420, 한라산업개발빌딩 1층 (가락동)",02-401-0388
팜케어건강약국,약국,서울,송파구,방이동,5643,"서울특별시 송파구 오금로 197, 대연빌딩 1층 (방이동)",02-413-1001
인왕약국,약국,서울,송파구,신천동,5504,"서울특별시 송파구 오금로 20, 잠실나루역 1층 002호 (신천동)",02-417-3222
이화밝은약국,약국,서울,송파구,방이동,5645,"서울특별시 송파구 오금로 239, 1층 102호 (방이동)",02-425-5777
신새별약국,약국,서울,강서구,가양동,7532,"서울특별시 강서구 허준로 198, 가양프라자 1층 104, 105호 (가양동)",3663-8013
청담이화약국,약국,서울,종로구,재동,3059,"서울특별시 종로구 북촌로 2, 1층 (재동)",070-4647-0680
서울솔약국,약국,서울,노원구,상계동,1751,"서울특별시 노원구  동일로 1382, (상계동)",932-1186
새이화약국,약국,서울,종로구,연건동,3082,"서울특별시 종로구 대학로5길 51, 101호 (연건동)",02-742-5888
중경당약국,약국,서울,서초구,서초동,6621,"서울특별시 서초구 강남대로 365, 대우도씨에빛 1층 (서초동)",02-582-2590
쉐르빌우리약국,약국,서울,강남구,신사동,6030,"서울특별시 강남구 압구정로 152, 1층 116호,117호 (신사동)",02-547-7876
온누리세종약국,약국,서울,강남구,개포동,6303,"서울특별시 강남구 논현로 98, 문화빌딩 1층 (개포동)",02-575-4888
영락온누리약국,약국,서울,강북구,수유동,1048,"서울특별시 강북구 노해로 87, 1층 (수유동)",02-907-6200
성도약국,약국,서울,동대문구,회기동,2454,"서울특별시 동대문구 경희대로 19, (회기동)",02-960-0557
윤중약국,약국,서울,용산구,한남동,4402,"서울특별시 용산구 대사관로24길 6, (한남동)",02-794-5528
아프지마약국,약국,서울,영등포구,여의도동,7326,"서울특별시 영등포구 국제금융로 10, 서울 국제금융 센터 지하2층 (여의도동)",
증산약국,약국,서울,종로구,사직동,3168,"서울특별시 종로구 사직로8길 4, 301동 B127호 (사직동, 광화문 풍림스페이스본)",02-733-9303
프리미엄약국,약국,서울,구로구,구로동,8391,"서울특별시 구로구 시흥대로 577-11, 403호 (구로동)",02-838-1230
위(we)우리약국,약국,서울,중구,수하동,4539,"서울특별시 중구 을지로5길 26, 미래에셋 센터원(Mirae Asset CENTER1) 지하1층 (수하동)",02-6324-7575
온누리캐슬프라자약국,약국,서울,강서구,화곡동,7778,"서울특별시 강서구 강서로 27, 화곡 심포니 타워 105호 (화곡동)",02-2694-9228
청십자약국,약국,서울,동대문구,제기동,2570,"서울특별시 동대문구 약령동길 86, 1층 (제기동)",964-3102
보문약국,약국,서울,강동구,천호동,5306,"서울특별시 강동구 양재대로 1625, 숨결TOWER 1층 104,105,106호 (천호동)",02-484-8882
메디팜삼현약국,약국,서울,영등포구,신길동,7354,"서울특별시 영등포구 영등포로 418-1, 해원빌딩 102호 (신길동)",02-845-6546
홍제태양약국,약국,서울,마포구,합정동,4071,"서울특별시 마포구 독막로 10, 3층 (합정동, 성지빌딩)",02-334-8443
솔빛약국,약국,서울,동대문구,이문동,2403,"서울특별시 동대문구 이문로 125, 더 메디칼빌딩 1층 (이문동)",02-3295-3040
다정온누리약국,약국,서울,도봉구,도봉동,1319,"서울특별시 도봉구 도봉로180나길 34, 1층 (도봉동)",02-956-3388
종로세란약국,약국,서울,성북구,석관동,2787,"서울특별시 성북구 화랑로 248, 1층 101호 (석관동, 장위뉴타워)",02-963-0792
굿데이약국,약국,서울,영등포구,대림동,7442,"서울특별시 영등포구 시흥대로187길 1, 지하1, 1층 (대림동)",02-832-9144
반원온누리약국,약국,서울,성북구,하월곡동,2751,"서울특별시 성북구 화랑로 61, 1층 (하월곡동)",02-909-8144
마들하나로약국,약국,서울,송파구,신천동,5510,"서울특별시 송파구 올림픽로35가길 9, 219호 (신천동, 잠실 푸르지오 월드마크)",02-422-8408
천호푸른약국,약국,서울,종로구,평동,3180,"서울특별시 종로구 경교장길 35, 3152,3153,3154호 (평동, 경희궁자이 3단지)",02-738-8511
삼남매약국,약국,서울,은평구,불광동,3358,"서울특별시 은평구 통일로 738, 1층 3호 (불광동)",02-356-9813
동인프라자온누리약국,약국,서울,서초구,서초동,6647,"서울특별시 서초구 서초대로 250, 스타갤러리브릿지 지하1층 102호 (서초동)",02-587-8228
보라매약국,약국,서울,서초구,서초동,6654,"서울특별시 서초구 서초중앙로 49, 동양라디안루키 제1층 제102호 (서초동)",
메디팜엔비약국,약국,서울,강서구,마곡동,7595,"서울특별시 강서구 마곡서로 157, 스프링파크타워 208-2호 (마곡동)",070-4352-4547
구로시장약국,약국,서울,양천구,신월동,7902,"서울특별시 양천구 화곡로 51, (신월동)",02-2605-1393
월드팜약국,약국,서울,서초구,서초동,6601,"서울특별시 서초구 서초중앙로24길 27, 226호 (서초동, G5센트럴프라자)",02-537-9964
신보명약국,약국,서울,서대문구,대신동,3765,"서울특별시 서대문구 성산로 494-30, 대우빌딩 1층 (대신동)",02-364-5595
정문온누리약국,약국,서울,서초구,신원동,6802,"서울특별시 서초구 청계산로 189, 1층 105호 (신원동, 내곡드림시티 Ⅱ)",02-529-6209
