name,Closed Notice_Holiday,Emergency Room_Day_Operation Status,Emergency Room_Night_Operation Status,Consultation Start Time_Sunday,Consultation End Time_Sunday,Consultation Start Time_Monday,Consultation End Time_Monday,Consultation Start Time_Tuesday,Consultation End Time_Tuesday,Consultation Start Time_Wednesday,Consultation End Time_Wednesday,Consultation Start Time_Thursday,Consultation End Time_Thursday,Consultation Start Time_Friday,Consultation End Time_Friday,Consultation Start Time_Saturday,Consultation End Time_Saturday
하당드림이비인후과의원,,N,N,,,900,1830,900,1830,900,1300,900,1830,900,1830,900,1300
나주동강의원,전부휴진,N,N,,,900,1900,900,1900,900,1900,900,1900,900,1900,900,1300
양대현내과의원,오전8시~오후1시,N,N,,,800,1830,800,1830,800,1830,800,1830,800,1830,800,1500
청계의원,종일 휴진(대체휴일 제외),N,N,,,900,1830,900,1830,900,1630,900,1830,900,1830,900,1500
빛고을이비인후과의원,휴진,N,N,,,900,1730,900,1730,900,1730,900,1730,900,1730,900,1210
오봉렬 비뇨기과의원,전부 휴진,N,N,,,900,1800,900,1800,900,2000,900,1300,900,1800,900,1300
이상철이비인후과의원,,N,N,,,930,1800,930,1800,930,1800,930,1230,930,1800,930,1230
안이비인후과의원,휴진,N,N,,,850,1830,850,1830,850,1830,850,1830,850,1830,900,1300
한빛신경외과의원,전부 휴진,N,N,,,800,1600,800,1600,800,1600,800,1600,800,1600,800,1200
소망가정의원,휴진,N,N,,,900,1830,900,1830,900,1830,900,1830,900,1830,900,1300
금호타이어㈜부속의원,휴진,N,N,,,830,1730,830,1730,830,1730,830,1730,830,1730,830,1300
푸른뫼중앙의원,휴진,N,N,,,900,1800,900,1800,900,1800,,,900,1800,900,1300
목포제일의원,"오전10시이전 휴진 , 오후 6시(18시)이후 휴진",N,N,1000,1800,850,1900,850,1900,850,1900,850,1900,850,1900,850,1500
조규웅내과의원,휴무,N,N,,,830,1800,830,1800,830,1800,1330,1800,830,1800,830,1300
위형중내과의원,전부휴진,N,N,,,900,1700,900,1700,900,1700,900,1600,900,1700,900,1200
정의원,전부휴진,N,N,,,830,1830,830,1830,830,1830,830,1300,830,1830,830,1300
최재활의학과의원,전부휴진,N,N,,,830,1800,830,1800,830,1800,830,1800,830,1800,830,1230
광주내과의원,오전9시~13시까지 진료,N,N,,,900,630,900,630,900,630,900,630,900,630,900,1400
이성채이비인후과의원,휴진,N,N,,,900,1830,900,1830,900,1830,900,1830,900,1830,900,1200
삼성전자㈜부속의원,,N,N,,,830,630,830,630,830,1230,830,630,830,630,830,1230
수연합의원,,N,N,900,2200,900,2300,900,2300,900,2300,900,2300,900,2300,900,2200
늘건강마취통증의학과의원,휴진,N,N,,,830,1800,830,1800,830,1800,830,1800,830,1800,830,1300
광주재활의학과의원,휴진,Y,Y,,,900,1900,900,1900,,,900,1900,900,1900,900,1430
권갑수마취통증의학과의원,전부휴진,N,N,,,830,1830,830,1830,830,1830,830,1830,830,1830,830,1300
명비뇨기과의원,,N,N,,,830,2100,830,2100,830,2100,830,2100,830,2100,830,1600
조이비인후과의원,휴진,N,N,,,900,1900,900,1900,900,1900,900,1900,900,1900,900,1600
천주의성요한의원,,N,N,,,800,1900,800,1900,800,1900,800,1900,800,1900,800,1300
바른안과의원,전부 휴진,N,N,,,900,1830,900,1830,900,1830,900,1830,900,1830,900,1300
삼일의원,전부 휴진,N,N,,,930,1900,930,1900,930,1900,930,1900,930,1900,930,1300
송기창의원,휴진,N,N,,,900,1830,900,1830,900,1830,900,1830,900,1830,900,1330
김종영이비인후과의원,오후 1시 이후,N,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,900,1300
허경룡소아과의원,,N,N,900,2200,900,2200,900,2200,900,2200,900,2200,900,2200,900,2200
은피부과의원,휴진,N,N,,,830,1830,830,1830,830,1830,830,1830,830,1830,830,1300
조병권내과의원,,N,N,,,930,1900,930,1900,930,1900,930,1900,930,1900,930,1600
국태진이비인후과의원,,N,N,,,900,1900,900,1900,900,1900,900,1900,900,1900,900,1600
순천기독의원,오후4시 이후,N,N,,,900,1930,900,1930,900,1930,900,1930,900,1930,900,1600
박영경소아과의원,전부휴진,N,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,900,1300
이덕웅소아청소년과의원,전부휴진,N,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,,
하나통합의원,전부휴진,N,N,0,0,830,1800,830,1800,830,1230,830,1800,830,1800,830,1230
오현주의원,전부 휴진,N,N,,,900,1900,900,1900,900,1900,900,1900,900,1900,900,1300
양효구외과의원,전부 휴진,N,N,,,900,1830,900,1830,900,1300,900,1830,900,1830,900,1300
김성봉외과의원,,N,N,800,1200,800,1700,800,1700,800,1700,800,1700,800,1700,800,1200
민비뇨기과의원,전부휴진,N,N,,,900,1830,900,1830,900,1300,900,1830,900,1830,900,1300
염내과의원,전부휴진,N,N,,,900,1900,900,1900,900,1900,900,1900,900,1900,900,1300
기찬종피부과의원,오후 1시 이후 휴진,N,N,,,900,1900,900,1900,900,1300,900,1900,900,1900,900,1300
자모스프링여성의원,전부휴진,N,N,,,930,1800,930,1800,930,1800,930,1800,930,1800,930,1200
조성일산부인과의원,휴진,N,N,,,900,1800,900,1800,900,1300,900,1800,900,1800,900,1300
양산연합의원,휴진,N,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,900,1200
우림신경외과의원,,N,N,900,1800,900,2200,900,2200,900,2200,900,2200,900,2200,900,1300
참빛안과의원,전부 휴진,Y,N,,,1000,1900,1000,1900,1000,1900,1000,1900,1000,1900,930,1600
이정남신경정신과의원,전부휴진,N,N,,,900,1900,900,1900,900,1900,900,1900,900,1900,900,1400
행복한세상의원,전부휴진,N,N,,,830,1700,830,1700,830,1230,830,1230,830,1700,830,1300
구덕천비뇨기과의원,전부휴진,N,N,,,900,1800,900,1800,900,1230,900,1800,900,1800,900,1230
메디필이비인후과의원,휴진,N,N,,,800,1700,800,1700,800,1700,800,1700,800,1700,,
한독소아청소년과의원,오후 12시 30분이후,N,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,900,1230
송향산부인과의원,전부휴진,N,N,,,800,1900,800,1900,800,1900,800,1900,800,1900,800,1300
신북의원,,N,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,900,1300
공산의원,전부휴진,N,N,,,,,,,,,,,,,,
김강호소아청소년과의원,전부 휴진,N,N,,,900,1830,900,1830,900,1830,900,1830,900,1830,900,1300
운남소망의원,"토요일, 공휴일 13시 이후 휴진",N,N,,,730,1800,730,1800,730,1800,730,1800,730,1800,730,1300
광주비뇨기과의원,,N,N,,,,,,,,,,,,,,
소망외과의원,휴무,N,N,,,910,1830,910,1830,910,1830,910,1830,910,1830,910,1220
그린피부과의원,전부 휴진,N,N,,,900,1900,900,1900,900,1900,900,1900,900,1900,900,1600
장의수재활의학과의원,,N,N,,,930,1830,930,1830,930,1830,930,1830,930,1830,930,
김학선비뇨기과의원,휴진,N,N,,,900,1830,900,1830,900,1830,900,1830,900,1830,900,1300
김천규외과의원,12시까지진료,N,N,810,0,810,1800,810,1800,810,1800,810,1800,810,1800,810,1200
위대항외과의원,오전 1:00까지진료,Y,N,,,930,1830,930,1830,930,1830,930,1830,930,1830,930,1700
최선필피부과의원,,N,N,,,,,,,,,,,,,,
장비뇨기과의원,오후3시까지,N,N,,,830,1900,830,1900,830,1900,830,1900,830,1900,830,1500
이상명내과의원,,N,N,,,830,1800,830,1800,830,1800,830,1800,830,1800,900,1200
(사회복지법인)한국혈우재단광주의원,오전9시에서 오후3시까지진료,N,N,,,900,1900,900,1900,900,1900,900,1900,900,1900,900,1300
광주속편한내과의원,휴진,N,N,,,830,1830,830,1830,830,1830,830,1830,830,1830,830,1300
더편한정형외과의원,대체 공휴일은 오후 1시까지 진료;법정공휴일은 휴진,N,N,,,840,1830,840,1830,840,1630,840,1830,840,1830,0,0
하얀피부과의원,전부 휴진,N,N,,,900,1830,900,1830,900,1830,900,1830,900,1830,900,1300
오케이내과의원,전부휴진,N,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,900,1300
하나비뇨기과의원,휴진,N,N,,,900,1830,900,1830,900,1830,900,1230,900,1830,900,1200
삼호연세의원,0.520833333,N,N,,,900,1830,900,1830,900,1830,900,1830,900,1830,900,1500
곽내과의원,휴진,N,N,,,900,1900,900,1900,900,1900,1400,1900,900,1900,900,1300
최고안과의원,,N,N,,,930,1800,930,1800,930,1800,930,1230,930,1800,930,1230
신통의원,전부휴진,N,N,,,,,,,,,,,,,,
메디플라워비뇨기과의원,종일 휴진,N,N,,,900,1900,900,1900,900,1900,900,1900,900,1900,900,1300
실로암의원,오후1시이후,N,N,1000,1300,900,2000,900,2000,900,2000,900,2000,900,2000,900,1600
닥터리스의원,,N,N,,,900,1830,900,1830,900,1830,900,1830,900,1830,900,1400
목포성모안과의원,,N,N,,,900,610,900,610,900,610,900,610,900,610,900,1300
임명수내과의원,전부휴진,N,N,0,0,1300,1930,900,1300,1300,1930,900,1300,1300,1930,900,1300
윤비뇨기과의원,전부 휴진,N,N,,,900,1830,900,1830,900,1830,900,1830,900,1830,900,1300
메디필성형외과의원,오전12시까지,N,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,900,1200
비쥬여성산부인과의원,전부 휴진,N,N,,,830,2000,830,2000,830,2000,830,2000,830,2000,830,2000
광주미래와희망산부인과의원,휴진,N,N,,,900,1630,900,1630,900,1630,900,1630,900,1630,900,1500
담양우리안과의원,휴무,N,N,,,840,1800,840,1800,840,1800,840,1800,840,1800,840,1500
장흥 탑 정형외과의원,오후 1시,N,N,,,,,,,,,,,,,,
하나로신경과의원,전부 휴진,N,N,,,900,1730,900,1730,900,1730,900,1300,900,1730,900,1200
지산내과의원,휴진,N,N,,,900,1700,900,1700,900,1700,900,1700,900,1700,900,1230
프라임비뇨기과의원,,N,N,0,2400,0,2400,0,2400,0,2400,0,2400,0,2400,0,2400
오렌지의원,전부 휴진,N,N,,,940,1700,940,1700,940,1700,940,1700,940,1700,940,1200
목포정형외과의원,주중 공휴일은 휴진,N,N,,,900,1830,900,1830,900,1830,900,1830,900,1830,900,1300
미평연합의원,휴진,N,N,,,900,1800,900,1800,900,2000,900,1800,900,1800,900,1300
장성중앙내과의원,휴진,N,N,,,900,1830,900,1830,900,1830,900,1830,900,1830,900,1300
목포항도외과의원,,N,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,900,1200
OK의원,정상 근무함,N,N,800,1700,800,1800,800,1800,800,1800,800,1800,800,1700,,
회진고려의원,전부휴진,N,N,,,810,1730,810,1730,810,1730,810,1730,810,1730,,
나주비뇨의학과의원,전부휴진,N,N,,,830,1700,830,1700,830,1700,830,1700,830,1700,830,1200
광주서울하정의원,,N,N,,,900,1830,900,1830,900,1830,900,1830,900,1830,900,1500
박종귀신경과의원,전부 휴진,N,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,900,1300
영광고운의원,,N,N,900,1800,900,1800,,,900,1800,,,900,1800,900,1800
고운빛안과의원,전부휴진,N,N,,,,,,,,,,,,,,
밝은안과21의원,전부휴진,N,N,,,1000,1830,1000,1830,1000,1830,,,1000,1830,930,1300
하수호마취통증의학과의원,평일 오후 3시 이후,N,N,,,830,1900,830,1900,830,1900,830,1900,830,1900,830,1500
박영배내과의원,"오전09시~오후12시30분 진료(유동적:전화문의 바람), 이후 휴진",N,N,,,900,1830,900,1830,900,1830,900,1830,900,1830,900,1330
아라이비인후과의원,전부휴진,N,N,,,830,1830,830,1830,830,1830,830,1830,830,1830,830,1500
삼계푸른의원,종일 휴진 ( 임시 공휴일은 확인 문의 바랍니다 ),N,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,900,1300
(재단법인)한국의학연구소광주의원,09시-13시까지진료,N,N,,,900,1830,900,1830,900,1830,900,1830,900,1830,900,1600
함평천지의원,전부휴진,N,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,900,1300
첨단박유환내과의원,휴진,N,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,900,1230
김정은산부인과의원,,N,N,,,830,1800,830,1800,830,1800,830,1800,830,1800,,
강진아나파의원,,N,N,,,830,1830,830,1830,830,1830,830,1830,830,1830,830,1500
베스트여성의원,"신정,구정,여름휴가,추석,성탄절 제외 나머지 공휴일 근무함.",N,N,1000,1500,840,1900,840,1900,840,1900,840,1900,840,1900,840,1500
남창연세의원,,N,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,900,1400
김량진정신건강의학과의원,,N,N,,,930,1900,930,1900,930,1900,930,1900,930,1900,930,1300
박인범제통의원,전부휴진,N,N,,,900,1830,900,1830,900,1830,900,1830,900,1830,900,1300
러브미여성의원,전부휴진,N,N,,,900,1830,900,1830,900,1830,900,1830,900,1830,900,1300
에이치(H)메디컬의원,휴진,N,N,,,850,1800,850,1800,850,1800,850,1800,850,1800,900,1300
한가정의원,,N,N,,,900,1800,900,1800,900,1230,900,1800,900,1800,900,1230
해남김연합의원,전부 휴진,N,N,,,900,1800,900,1300,900,1800,900,1800,900,1800,900,1300
소촌연합의원,휴진,N,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,900,1230
한국연합의원,전부 휴진,N,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,900,1300
혜명내과의원,전부 휴진,N,N,,,900,1830,900,1830,900,1830,900,1300,900,1830,,
영광미래의원,아침8시~오후 3시까지 접수,N,N,,,900,1830,900,2200,900,1830,900,1830,900,2200,900,1330
비쥬여성의원,전부휴진,N,N,,,900,1830,900,1830,900,1830,900,1830,900,1830,900,1300
강안과의원,휴진,N,N,,,900,1830,900,1830,900,1830,900,1300,900,1830,900,1300
다정의원,휴진,N,N,,,830,1830,930,1830,830,1300,830,1830,830,1830,830,1300
첨단정가정의학과의원,,N,N,,,830,1730,830,1730,830,1730,830,1300,830,1730,830,1300
코앤소리 이비인후과의원,전부휴진,N,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,900,1230
한가족의원,휴진,N,N,,,900,1730,900,1730,900,1730,900,1730,900,1730,900,1230
큰별소아청소년과의원,전부휴진,N,N,0,0,900,1830,900,1830,900,1300,900,1830,900,1830,900,1300
동부정형외과의원,오전 1시,N,N,,,900,1900,900,1900,900,1900,900,1900,900,1900,900,1300
순천제일의원,9월 1일부터 휴진,N,N,0,0,830,1800,830,1800,830,1800,830,1800,830,1800,830,1700
즐거운내과의원,오전 12시 이후,N,N,0,0,800,2100,800,2100,800,2100,800,2100,800,2100,800,1500
밝은소아청소년과의원,휴진,N,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,900,1400
아나파적맥통증의원,휴진,N,N,0,0,900,1810,900,1810,900,1810,1400,1810,900,1810,900,1200
목포가정의학과의원,,N,N,900,1700,830,1830,830,1830,830,1830,830,1830,830,1830,830,1700
삼성전자(주)부속의원,전부휴진,N,N,,,900,1830,900,1830,900,1830,900,1830,900,1830,900,1400
힐링연합의원,휴진,N,N,,,900,1800,900,1800,900,1800,900,1230,900,1800,900,1230
박석채내과의원,휴진,N,N,,,830,1800,830,1800,830,1800,830,1800,830,1800,830,1300
허(Her)산부인과의원,,N,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,900,1300
남악온누리내과의원,전부휴진,N,N,,,830,1800,830,1800,830,1230,830,1800,830,1800,0,0
한마음내과의원,오후3시,N,N,,,,,,,,,,,,,,
킴스의원,휴무,N,N,,,900,1830,900,1830,900,1830,900,1830,900,1830,900,1600
허준이비인후과의원,오후1시 이후,N,N,800,1300,800,1800,800,1800,800,1800,800,1800,800,1800,800,1500
드림정형외과의원,,N,N,,,900,1900,900,1900,900,1900,900,1900,900,1900,900,1400
남악고운의원,,N,N,0,0,900,1800,900,1800,900,1800,900,1800,900,1800,900,1300
탑정형외과의원,휴진,N,N,,,,,,,,,,,,,,
사랑나무의료소비자생활협동조합 사랑의의원,오전8:30~오후1시,N,N,,,830,1830,830,1830,830,1830,830,1830,820,1830,830,1300
생생마취통증의학과의원,,N,N,,,830,1800,830,1800,830,1800,830,1800,830,1800,830,1300
은혜마취통증의학과의원,오후6시 이후,Y,Y,850,1800,800,1800,800,1800,800,1800,800,1800,800,1800,840,1500
삼성탑내과의원,휴진,N,N,,,1030,1730,1030,1730,1030,1730,1030,1300,1030,1730,1030,1300
노벨플러스내과의원,전부휴진,N,N,,,800,1730,800,1730,800,1730,800,1730,800,1730,800,1200
남평신통의원,,N,N,,,,,,,,,,,,,,
광주안과의원,전부휴진,N,N,,,900,1830,900,1830,1400,1830,900,1830,900,1830,900,1300
미모의원,,N,N,,,830,1800,830,1800,830,1800,830,1800,830,1800,830,1300
리안의원,,N,N,,,,,,,,,,,,,,
고금의원,휴무,N,N,,,930,1830,930,1830,930,1830,930,1830,930,1830,930,1400
우수영한국의원,,N,N,,,900,630,900,630,900,630,900,630,900,630,830,1500
가슴뛰는내과의원,휴진,N,N,,,930,1800,930,1800,930,1800,930,1800,930,1800,930,1300
휴편한연합의원,전부 휴진,N,N,,,830,530,830,530,830,1230,830,530,830,530,830,1230
휴가정의학과의원,휴무,N,N,,,830,1730,830,1730,830,1200,830,1730,830,1730,830,1300
차만진가정의학과의원,휴진,N,N,,,,1830,,1830,,1300,,1830,,1830,,
스카이예스이비인후과의원,전부 휴진,N,N,,,930,2030,930,2030,1400,1900,930,2030,930,1900,,
김준성이비인후과의원,,N,N,,,,,,,,,,,,,,
맑은머리김동욱신경과의원,,N,N,,,1000,2100,1000,1900,1000,1900,,,1000,1900,1000,1600
원정신건강의학과의원,,N,N,,,830,1730,830,1730,830,1730,830,1730,830,1730,830,1300
상쾌한내과의원,임시공휴일 : 09시~18시 진료 / 대체휴일 : 09시~13시 진료,N,N,,,900,1800,900,1800,900,1800,900,1300,900,1800,900,1300
조은택내과의원,오후 1시 이후 휴진,N,N,,,900,2000,900,2000,900,2000,900,2000,900,2000,900,1700
허리케인의원,,N,N,,,830,1800,830,1800,830,1800,830,1800,830,1800,830,1300
새하나의원,휴진,N,N,,,900,1830,900,1830,900,1830,900,1830,900,1830,900,1300
리리의원,상황에 따라 진료,N,N,0,0,830,1800,830,1800,830,1800,830,1800,830,1800,830,1230
박일구내과의원,,N,N,,,830,1500,830,1500,830,1200,830,1500,830,1500,830,1200
플러스내과영상의학과의원,전부휴진,Y,Y,,,900,1900,900,1900,900,1900,900,1900,900,1900,900,1400
여수맑은정신건강의학과의원,전부 휴진,N,N,,,900,1830,900,1830,900,1830,900,1830,900,1830,900,1300
한정렬내과의원,22:30~09:00,N,N,900,2230,900,2230,900,2230,900,2230,900,2230,900,2230,900,2230
복음안과의원,,N,N,,,830,1900,830,1900,830,2030,830,1900,830,1900,830,1300
김승관내과의원,휴진,N,N,,,,,,,,,,,,,,
임윤모마취통증의학과의원,,N,N,900,1700,900,1800,900,1800,900,1800,900,1800,900,1800,900,1700
유대항외과의원,,N,N,,,1000,1900,1000,1900,1000,1900,1000,1300,1000,1900,900,1500
이동훈이비인후과의원,휴진,N,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,900,1300
장원준이비인후과의원,,N,N,830,600,830,1000,830,1000,830,1000,830,1000,830,1000,830,600
정외과의원,휴진,N,N,,,800,1800,800,1800,800,1800,800,1800,800,1800,800,1230
김주휘소아청소년과의원,09시부터 18시00분 까지 진료 (점심시간)12:30~2:00 까지,N,N,830,1800,830,2300,830,2300,830,2300,830,2300,830,2300,830,1800
양승진내과의원,,N,N,,,900,1830,900,1830,900,1830,900,1300,900,1830,900,1400
여수플러스연합의원,,Y,Y,,,830,2000,830,2000,830,2000,830,2000,830,2000,830,1700
김만중내과의원,전부휴진,N,N,,,830,1800,830,1800,830,1800,830,1800,830,1800,830,1300
차소아청소년과의원,,N,N,,,900,1900,900,1900,900,1900,900,1900,900,1900,900,1300
이상곤연합내과의원,,N,N,,,900,1930,900,1930,900,1930,1400,1930,900,1930,900,1500
홍경표내과의원,휴진,N,N,,,830,1800,830,1800,830,1800,830,1800,830,1800,830,1300
국내과의원,오전 8시- 오후 1시까지(일부 휴진날도 있음),N,N,,,730,1930,750,1930,750,1930,750,1930,750,1930,750,1400
윤이호의원,전부 휴진,N,N,,,800,1800,800,1800,800,1600,800,1800,800,1800,800,1230
김현옥산부인과의원,전부 휴진,N,N,,,900,1900,900,1900,900,1900,900,1900,900,1900,900,1300
광주신경과의원,휴진,N,N,,,900,1900,900,1900,900,1900,900,1900,900,1900,900,1400
조비뇨기과의원,휴무,N,N,,,900,1900,900,1900,900,1900,900,1900,900,1900,900,1600
남평의원,야간 23시 이후,N,N,900,2300,830,2300,830,2300,830,2300,830,2300,830,2300,830,2300
양동희내과의원,종일휴진,N,N,,,900,1830,900,1830,900,1230,900,1830,900,1830,900,1300
김응춘성형외과의원,오후 3시 이후 휴진,N,N,,,900,2000,900,2000,900,1930,900,2000,900,2000,900,1600
조강호이비인후과의원,09:30~16:00  점신시간없이진료 응급환자나 분만진료를 위한 병동은정상근무,Y,Y,,,,,,,,,,,,,,
김형원내과의원,전부 휴진,N,N,,,930,1830,930,1830,930,1830,930,1830,930,1830,930,1300
조정곤내과의원,휴진,N,N,900,1300,900,1900,900,1900,900,1900,900,1900,900,1900,900,1400
임동명이비인후과의원,09시00분~13시00분(세부변동사항은 홈페이지참조),N,N,1340,1710,800,1900,800,1900,800,1900,800,1900,800,1900,800,1300
권희식내과의원,전부 휴진,N,N,,,900,1830,900,1830,900,1830,900,1830,900,1830,900,1300
김광중내과의원,예약수술 및 내시경 시행,N,N,,,900,1900,900,1900,900,1900,900,1900,900,1900,900,1500
옥과현대의원,전부 휴진,N,N,,,900,1830,900,1830,900,1830,900,1830,900,1830,900,1530
코아미즈의원,휴진,N,N,,,900,1800,900,1800,1400,1800,900,1800,900,1800,900,1300
사)대한산업보건협회부설전남의원,"휴진, 목요일휴진",N,N,,,800,1700,800,1700,800,1700,,,800,1700,800,1200
고금석이비인후과의원,전부 휴진,N,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,900,1500
최사영소아과의원,,N,N,900,2400,800,2400,800,2400,800,2400,800,2400,800,2400,900,2400
류호정내과의원,전부 휴진,N,N,,,830,1730,830,2000,830,1730,830,1730,830,2000,830,1400
운남의원,오후 2시 이후,N,N,,,900,1900,900,1900,900,1900,900,1900,900,1900,900,1600
서울여성의원,전부휴진,N,N,,,800,1830,800,1830,800,1830,800,1830,800,1830,800,1300
손산부인과의원,12시30분 이후 휴진,N,N,,,830,1800,830,1800,830,1800,830,1800,830,1800,830,1400
조가정의학과의원,전부휴진,N,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,900,1300
강신주내과의원,휴무,N,N,,,1000,1900,1000,2100,1000,1900,1000,2000,1000,2100,930,1630
허재영정형외과의원,,N,N,,,930,630,930,630,930,630,930,630,930,630,930,1300
현대연합의원,휴진,N,N,,,900,2100,900,2100,900,2100,900,2100,900,2100,800,1300
두암내과의원,일부 정상진료,N,N,,,930,2000,930,1900,,,930,1900,930,2000,900,1400
문철훈신경정신과의원,,N,N,,,,,,,,,,,,,,
박일종내과의원,전부 휴진,N,N,,,930,1900,930,1900,930,1900,930,1900,930,1900,930,1400
세일신경외과의원,휴진,N,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,900,1300
풍암안과의원,휴진,N,N,,,830,1830,830,1830,830,1830,830,1830,830,1830,830,1500
연합외과의원,,N,N,,,930,1900,930,1900,930,1900,930,1900,930,1900,930,1330
메디플라워내과의원,전부휴진,N,N,,,900,1900,900,1900,900,1300,900,1900,900,1900,900,1400
허경내과의원,휴진,N,N,,,900,1830,900,1830,900,1230,900,1830,900,1830,900,1230
이지은소아과의원,휴진,N,N,,,930,2000,930,1900,1400,1900,930,2000,930,1900,930,1400
장은주산부인과의원,,N,N,,,,,,,,,,,,,,
보라여성의원,휴진,N,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,900,1400
한양내과의원,전부휴진,N,N,,,1000,1900,1000,1900,1000,1900,1000,1900,1000,1900,930,1500
오르다정형외과의원,전부휴진,N,N,,,900,2000,900,2000,900,2000,900,2000,900,2000,900,1300
송상진외과의원,,N,N,800,1800,800,2100,800,2100,800,2100,800,2100,800,2100,800,1800
아델피부과의원,전부휴진,N,N,,,800,1800,800,1800,800,1800,800,1800,800,1800,800,1300
김상도내과의원,전부휴진,N,N,,,900,1900,900,1900,900,1900,900,1900,900,1900,900,1300
메디필내과의원,휴진,N,N,,,930,1830,930,1830,1400,1830,930,1830,930,1830,930,1200
이평택안과의원,전부휴진,N,N,,,830,1830,830,1830,830,1830,830,1830,830,1830,830,1500
첨단대항외과의원,휴진,N,N,,,930,1900,930,1900,930,1900,930,1900,1000,2000,930,1400
하당비뇨기과의원,휴진,N,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,900,1400
젠틀맨&레이디의원,전부휴진,N,N,,,830,1800,830,1800,830,1800,830,1230,830,1800,830,1230
목화산부인과의원,전부 휴진,N,N,,,900,1900,900,1900,900,1300,900,1900,900,1900,900,1300
안비뇨기과의원,전부 휴진,N,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,900,1230
베스트마취통증의학과의원,전부 휴진,N,N,,,930,1820,930,1820,930,1820,930,1820,930,1820,,
첨단연합내과의원,,N,N,,,900,1830,900,1830,900,1830,900,1830,900,1830,900,1330
삼호의원,휴진,N,N,,,830,530,830,530,830,1200,830,530,830,530,830,1200
홍성호가정의학과의원,종일휴진,N,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,900,1300
목포복음내과의원,진료,N,N,900,1600,830,2100,830,2100,830,2100,830,2100,830,2100,900,1600
안병현이비인후과의원,휴진,N,N,,,900,1730,900,1730,900,1230,900,1730,900,1730,900,1230
전남피부과의원,휴진,N,N,,,1000,2000,1000,2000,1400,2100,1000,2000,1000,2000,900,1400
주민의원,,N,N,,,900,1900,900,1900,900,1230,900,1900,900,1900,900,1300
곡성정형외과의원,,N,N,900,2100,800,2300,800,2300,800,2300,800,2300,800,2300,900,2100
이상철내과의원,전부 휴진,N,N,,,1000,2000,1000,2000,1000,2000,1000,2000,1000,2000,1000,1500
파란소아청소년과의원,휴진,Y,N,,,900,1900,900,1900,900,1900,900,1900,900,1900,900,1400
목포동문외과의원,휴진,N,N,,,830,1900,830,1900,830,1900,830,1900,830,1900,830,1330
21세기비뇨기과의원,휴진,N,N,,,900,1900,900,1900,900,1900,900,1900,900,1900,900,1230
박창현내과의원,전부휴진,N,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,900,1300
정남진정형외과의원,휴진,N,N,,,900,1900,900,1900,900,1900,900,1900,900,1900,900,1300
이명곤내과의원,휴진,N,N,,,900,1800,900,1800,900,1230,900,1800,900,1800,900,1230
한국흉부외과의원,오전 9시부터 오후1시까지 진료,N,N,,,900,1900,900,1900,900,1900,900,1900,900,1900,900,1300
평동방부의원,전부 휴진,N,N,,,900,1900,900,1900,900,1300,900,1900,900,1900,900,1300
기내과의원,09:00~16:00(점심시간12:30~13:30),N,N,,,900,1900,900,1900,900,1900,900,1900,900,1900,900,1600
임종채내과의원,정상진료(09:30-18:00)--(설과 추석 당일은 휴진),N,N,930,1800,840,2000,840,2000,840,2000,840,2000,840,2000,0,0
나눔재활의학과의원,전부 휴진,N,N,,,,,,,,,,,,,,
동림가정의학과의원,공휴일진료시간 - 9:30am~1:30pm(점심시간없음),N,N,,,930,1830,930,1830,930,1830,930,1830,930,1830,930,1330
이선영피부과의원,평일 진료시간과 동일,N,N,900,2010,900,2010,900,2010,900,1300,900,2010,900,2010,900,1300
남부의원,,N,N,900,1600,900,1800,900,1800,900,1800,900,1800,900,1800,900,1600
이현상내과의원,,N,N,900,1600,900,1900,900,1900,900,1230,900,1900,900,1900,900,1600
참조은소아청소년과의원,전부휴진,N,N,,,830,1800,830,1900,830,1800,830,1800,830,1900,830,1400
