name,Closed Notice_Holiday,Emergency Room_Night_Operation Status,Consultation Start Time_Sunday,Consultation End Time_Sunday,Consultation Start Time_Monday,Consultation End Time_Monday,Consultation Start Time_Tuesday,Consultation End Time_Tuesday,Consultation Start Time_Wednesday,Consultation End Time_Wednesday,Consultation Start Time_Thursday,Consultation End Time_Thursday,Consultation Start Time_Friday,Consultation End Time_Friday,Consultation Start Time_Saturday,Consultation End Time_Saturday
(재)미리내천주성삼성직수도회천주성삼병원,전부 휴진,Y,,,900,1800,900,1800,900,1800,900,1800,900,1800,900,1300
구미강동병원,지역응급의료센터 24시간 연중 무휴 /  외래 전부 휴진,Y,,,830,1730,830,1730,830,1730,830,1730,830,1730,830,1230
에스포항병원,전부 휴진,Y,,,900,1800,900,1800,900,1800,900,1800,900,1800,900,1300
의료법인삼백의료재단상주성모병원,전부 휴진,Y,,,830,1730,830,1730,830,1730,830,1730,830,1730,830,1300
대구가톨릭대학교병원,전부 휴진,Y,,,830,1730,830,1730,830,1730,830,1730,830,1730,830,1230
대구파티마병원,전부 휴진,Y,,,900,1730,900,1730,900,1730,900,1730,900,1730,900,1230
경북대학교병원,전부 휴무,Y,,,830,1730,830,1730,830,1730,830,1730,830,1730,,
계명대학교동산병원,전부휴진,Y,,,900,1730,900,1730,900,1730,900,1730,900,1730,,
포항성모병원,전부휴진,Y,,,900,1730,900,1730,900,1730,900,1730,900,1730,900,1230
의료법인 서명의료재단 세명병원,,Y,,,900,1730,900,1730,900,1730,900,1730,900,1730,900,1300
안동성소병원,전부 휴진,Y,,,900,1730,900,1730,900,1730,900,1730,900,1730,900,1230
의료법인안동병원,휴진,Y,,,830,1700,830,1700,830,1700,830,1700,830,1700,830,1230
동국대학교의과대학경주병원,휴진(응급실 진료가능),Y,,,900,1730,900,1730,900,1730,900,1730,900,1730,900,1230
의료법인한성재단포항세명기독병원,"외래휴진, 응급의료센터 24시간 운영",Y,,,830,530,830,530,830,530,830,530,830,530,830,1230
곽병원,,Y,,,,,,,,,,,,,,
경상북도김천의료원,전부 휴진,Y,,,830,1700,830,1700,830,1700,830,1700,830,1700,830,1230
의료법인구의료재단 구병원,휴진(응급실운영),Y,0,0,900,1730,900,1730,900,1730,900,1730,900,1730,900,1300
차의과학대학교부속구미차병원,,Y,,,830,1730,830,1730,830,1730,830,1730,830,1730,830,1230
대구가톨릭대학교 칠곡가톨릭병원,,Y,,,830,1730,830,1730,830,1730,830,1730,830,1730,830,1230
경상북도안동의료원,,Y,,,830,1730,830,1730,830,1730,830,1730,830,1730,,
대구광역시달서구보건소,전부휴진,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,,
성주군보건소,휴진,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,,
구미시보건소,,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,,
영천시자양면보현보건진료소,,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,,
예천군유천면중평보건진료소,,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,,
예천군풍양면청운보건진료소,휴진,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,,
예천군용궁면대은보건진료소,,N,,,,,,,,,,,,,,
예천군상리면석묘보건진료소,휴진,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,,
성주군대가면용흥보건진료소,,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,,
상주시중덕지구보건진료소,전부 휴진,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,,
상주시사벌면매호지구보건진료소,휴진,N,,,,,,,,,,,,,,
상주시사벌면삼덕보건진료소,전부휴진,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,,
상주시중동면신암보건진료소,휴진,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,,
상주시외남면구서보건진료소,,N,,,,,,,,,,,,,,
상주시청리면삼괴보건진료소,,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,,
상주시공성면봉산지구보건진료소,,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,,
상주시내서면서원지구보건진료소,전부휴진,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,,
상주시화동면양지보건진료소,전부휴진,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,,
상주시화서면사산지구보건진료소,전부 휴진,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,,
포항시남구오천읍용산보건진료소,,N,,,,,,,,,,,,,,
영덕군지품면원전보건진료소,휴진,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,,
삼신보건진료소,,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,,
포항시남구장기면두원보건진료소,전부 휴진,N,,,900,1330,900,1330,900,1330,900,1330,900,1330,,
포항시남구장기면양포보건진료소,전부 휴진,N,,,1400,1800,1400,1800,1400,1800,1400,1800,1400,1800,,
경주시건천읍화천보건진료소,전부휴진,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,,
상주시함창읍용곡보건진료소,전부 휴진,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,,
상주시사벌면두릉보건진료소,,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,,
청송군파천면신기보건진료소,전부휴진,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,,
조사보건진료소,,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,,
남천보건지소,전부 휴진,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,,
경주시내남보건지소,,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,,
공성면보건지소,,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,,
성주군용암면보건지소,,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,,
자인보건지소,,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,,
안강보건지소,전부 휴무,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,,
군위군의흥면보건지소,휴무,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,,
경주시현곡보건지소,전부휴진,N,,,,,900,1700,,,,,,,,
경주시서면보건지소,,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,,
영천시자양면보건지소,전부휴진,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,,
울릉군보건의료원,,N,,,,,,,,,,,,,,
청송군보건의료원,전부휴진,Y,,,830,1730,830,1730,830,1730,830,1730,830,1730,830,1200
여성아이병원,,Y,900,1800,900,2100,900,2100,900,2100,900,2100,900,2100,900,1800
의료법인 백천의료재단 바로본병원,24시간 응급실 운영,Y,,,900,1730,900,1730,900,1730,900,1730,900,1730,900,1300
경북재활병원,전부 휴진,N,,,930,1700,930,1700,930,1700,930,1700,930,1700,,
의료법인해정의료재단더좋은병원,전부 휴진,N,,,900,1800,900,1800,900,1800,900,1800,900,1810,900,1350
성동병원,휴진,N,,,900,1730,900,1730,900,1730,900,1730,900,1730,900,1300
의료법인고산의료재단칠곡시몬병원,전부휴진,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,900,1230
의료법인석촌의료재단성주무강병원,,Y,,,900,1800,900,1800,900,1800,900,1800,900,1800,900,1300
울진군의료원,휴무,Y,,,900,1730,900,1730,900,1730,900,1730,900,1730,,
의료법인삼정의료재단포항여성병원,휴무,N,,,900,1730,900,1730,900,1730,900,1730,900,1730,900,1530
한솔병원,,N,,,,,,,,,,,,,,
의료법인명문의료재단 대구기독병원,4대절 전부휴진  그외 오전근무,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,900,1300
의료법인해성의료재단해성병원,휴진,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,,
한성병원,"오후1시까지 정상진료(광복절,개천절,성탄절은 전부 휴진)",Y,,,900,1730,900,1730,900,1730,900,1730,900,1730,900,1300
(의)서봉의료재단 보강병원,전부 휴진,N,,,900,1730,900,1730,900,1730,900,1730,900,1730,900,1300
동인외과병원,휴무,N,,,900,1900,900,1900,900,1900,900,1900,900,1900,900,1400
여성메디파크병원,오후1시 이후,Y,900,1300,900,1800,900,1800,900,1800,900,1800,900,1800,900,1400
의료법인청봉의료재단성누가병원,,Y,,,,,,,,,,,,,,
영주기독병원,,N,,,,,,,,,,,,,,
봉화해성병원,,Y,,,840,1700,840,1700,840,1700,840,1700,840,1700,840,1200
의료법인 제중원 제남병원,정상진료,N,800,2200,800,2200,800,2200,800,2200,800,2200,800,2200,800,2200
의료법인명성의료재단영양병원,휴진없음,N,10,2400,10,2400,10,2400,10,2400,10,2400,10,2400,10,2400
의료법인현암의료재단 포항우리병원,전부 휴진,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,900,1300
성서병원,"신정,구정,3.1절,광복절,성탄절휴진(응급실24시간 운영) 나머지휴일09:00-13:00",Y,,,900,1800,900,1800,900,1800,900,1800,900,1800,900,1300
보광병원,휴진,N,,,830,1700,830,1700,830,1700,830,1700,830,1700,830,1230
문성병원,전부 휴진,N,,,900,1730,900,1730,900,1730,900,1730,900,1730,900,1230
제일안과병원,전부 휴진,N,,,900,1730,900,1730,900,1730,900,1730,900,1730,900,1200
신애정신병원,전부휴진(대체휴일 근무),N,,,900,1800,900,1800,900,1800,900,1800,900,1800,,
인제재활병원,전부 휴진,N,,,900,1800,900,1800,900,1800,,,900,1800,,
의료법인강의료재단 강병원,,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,900,1300
늘시원한위대항병원,오후 2시이후,N,,,1000,1800,1000,1800,1000,1800,1000,1800,1000,1800,1000,1400
새천년병원,응급진료,N,830,1230,830,1830,830,1830,830,1830,830,1830,830,1830,830,1600
리더스재활의학병원,전부 휴진,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,900,1300
근로복지공단 대구병원,전부휴진,N,,,830,1730,830,1730,830,1730,830,1730,830,1730,,
제이병원,09시00분 ~ 13시00분,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,900,1300
참조은병원,오후 1시이후 휴진,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,900,1300
척탑병원,,N,,,900,1730,900,1730,900,1730,900,1730,900,1730,900,1400
대명의료재단서대구병원,,Y,800,2200,800,2200,800,2200,800,2200,800,2200,800,2200,800,2200
대구보건대학교병원,전부휴진,N,,,900,1730,900,1730,900,1730,900,1730,900,1730,900,1230
누네안과병원,오후1시이후 휴진,N,900,1300,900,1730,900,1730,900,1730,900,1730,900,1730,900,1300
라파엘병원,,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,900,1300
무지개아동병원,"설날 당일, 추석 당일",N,,,900,2000,900,2000,900,2000,900,2000,900,2000,900,1800
수성아동병원,오후 6시 이후,N,900,1800,900,2100,900,2100,900,2100,900,2100,900,2100,900,1800
열린중앙병원,,N,0,2400,0,2400,0,2400,0,2400,0,2400,0,2400,0,2400
우리들병원,전부휴진,N,,,930,1800,930,1800,930,1800,930,1800,930,1800,900,1300
한미병원,,N,,,930,600,930,600,930,600,930,600,930,500,930,100
대구병원,,N,,,900,1730,900,1730,900,1730,900,1730,900,1730,900,1300
흥해아동병원,진료(09:00~18:00),N,,,900,1800,900,1800,900,1800,900,1800,900,1800,,
올곧은병원,예약진료실시,N,,,900,2000,900,2000,900,2000,900,2000,900,1800,900,1500
대구시티병원,전부 휴진,N,,,900,1730,900,1730,900,1730,900,1730,900,1730,900,1230
시지열린아동병원,,N,900,1700,900,2000,900,2000,900,2000,900,2000,900,2000,900,2100
한신병원,,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,900,1300
의료법인 효민의료재단 큰사랑병원,,N,,,,,,,,,,,,,,
참튼튼병원,전부 휴진,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,900,1500
뉴라이프병원,휴무,N,,,900,1730,900,1730,900,1730,900,1730,900,1730,900,1230
삼육오엠씨병원,,N,,,1100,2000,1100,2000,1100,1900,1100,2000,1100,2000,1000,1500
의료법인 대구의료재단 케이병원,,N,,,830,1730,830,1730,830,1730,830,1730,830,1730,830,1230
파티마여성병원,전부 휴진,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,830,1300
수성한미병원,전부 휴진,N,,,930,1800,930,1800,930,1800,930,1800,930,1700,930,1300
맘존여성병원,휴진,Y,,,900,1900,900,1900,900,1900,900,1900,900,1900,900,1300
로즈마리병원,산부인과 : 09시 ~ 13시 까지,N,,,,,,,,,,,,,,
한빛아동병원,,N,1400,1700,900,1800,900,1800,900,1800,900,1800,900,1800,900,1200
세민병원,종일휴진,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,900,1300
포항재활의학병원,,N,,,900,1730,900,1730,900,1730,900,1730,900,1730,900,1230
남산병원,휴진,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,900,1300
의료법인구암의료재단 시티병원,오전 진료,N,900,900,900,1900,900,1900,900,1900,900,1900,900,1900,900,1300
의료법인상보의료재단 대구경상병원,전부휴진,N,,,820,1730,820,1730,820,1730,820,1730,820,1730,820,1220
의료법인서일의료재단문경중앙병원,,Y,,,,,,,,,,,,,,
분홍빛으로병원,전부 휴진,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,900,1300
의료법인 인덕의료재단 복주회복병원,전부 휴진,Y,,,900,1800,900,1800,900,1800,900,1800,900,1800,900,1300
광개토병원,,N,,,900,1900,900,1900,900,1900,900,1900,900,1900,900,1300
꿈나무아동병원,,N,900,1400,900,2100,900,2100,900,2100,900,2100,900,2100,900,1700
에스병원,13시 이후,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,900,1300
더열린병원,휴진,N,,,900,1730,900,1730,900,1730,900,1730,900,1730,900,1200
척척병원,휴진,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,900,1300
통합의료진흥원 전인병원,전부 휴진,N,0,0,900,1730,900,1730,900,1730,900,1730,900,1730,900,1300
침산제이병원,전부 휴진,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,900,1300
우리아이아동병원,오후 6시 이후,N,900,1800,900,2000,900,2000,900,2000,900,2000,900,2000,900,1800
의료법인한원의료재단 장성요양병원,휴진,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,900,1200
영주시립노인전문요양병원,,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,900,1230
의료법인상보의료재단 대구경상요양병원,전부휴진,N,,,820,1730,820,1730,820,1730,820,1730,820,1730,820,1220
의료법인 한백의료재단 구미아성요양병원,전부휴진,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,,
칠곡군립노인요양병원,전부 휴진,N,,,900,1700,900,1700,900,1700,900,1700,900,1700,,
의료법인동제의료재단 오차드요양병원,,N,830,1700,830,1800,830,1800,830,1800,830,1800,830,1800,830,1700
가야이요양병원,,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,,
의료법인화암의료재단 간호나라요양병원,휴무,N,,,830,1730,830,1730,830,1730,830,1730,830,1730,,
흥해경희요양병원,휴진,N,,,830,1730,830,1730,830,1730,830,1730,830,1730,,
의료법인 경진의료재단 경희요양병원,휴진,N,,,900,1730,900,1730,900,1730,900,1730,900,1730,,
중앙성심요양병원,,N,,,,,,,,,,,,,,
상주시립요양병원,,N,,,,,,,,,,,,,,
아주안제요양병원,전부휴진,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,900,1230
의료법인 영풍의료재단 풍기성심요양병원,,N,,,,,,,,,,,,,,
서요양병원,전부휴진,N,,,900,1720,900,1720,900,1720,900,1720,900,1720,900,1220
의료법인재효의료재단의성요양병원,휴진,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,900,1300
의료법인가창삼성의료재단 가창삼성요양병원,,N,,,,,,,,,,,,,,
시티요양병원,전부휴진,N,,,900,1700,900,1700,900,1700,900,1700,900,1700,900,1200
봄요양병원,,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,,
의료법인 효민의료재단 대구큰사랑요양병원,,N,,,,,,,,,,,,,,
의료법인송암의료재단 중앙요양병원,,N,,,,,,,,,,,,,,
의료법인 현보의료재단 포항해도요양병원,전부휴진,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,,
의료법인정목의료재단한패밀리요양병원,전부휴진,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,,
의료법인경북요양병원,,N,,,,,,,,,,,,,,
남대구요양병원,전부휴진,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,900,1200
장수효요양병원,휴진,N,,,900,1730,900,1730,900,1730,900,1730,900,1730,930,1200
송효의료재단효산요양병원,전부 휴진,N,,,900,1730,900,1730,900,1730,900,1730,900,1730,900,1600
경상북도포항노인전문요양병원,전부휴진,N,,,900,1700,900,1700,900,1700,900,1700,900,1700,,
의료법인 정암의료재단 윤성요양병원,전부휴진,N,,,830,1730,830,1730,830,1730,830,1730,830,1730,830,1300
의료법인성제의료재단 성제요양병원,"전부휴진(양방외래,한방외래,병동24시간근무)",N,,,830,1730,830,1730,830,1730,830,1730,830,1730,830,1300
경상북도립안동노인전문요양병원,,N,830,1730,,,,,,,,,,,830,1730
경상북도립경산노인전문요양병원,휴무,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,,
의료법인소양의료재단 서울요양병원,전부 휴진,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,900,1200
의료법인인덕의료재단 경도요양병원,전부휴진,N,,,900,1730,900,1730,900,1730,900,1730,900,1730,900,1230
고령군립요양병원,,N,,,,,,,,,,,,,,
대구광역시시지노인전문병원,휴진,N,,,930,1800,930,1800,930,1800,930,1800,930,1800,,
안동요양병원,,N,,,,,,,,,,,,,,
부림요양병원,전부휴진,N,,,900,1730,900,1730,900,1730,900,1730,900,1730,900,1300
의료법인수성의료재단영남요양병원,전부휴진,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,900,1300
경상북도립김천노인전문요양병원,,N,,,,,,,,,,,,,,
의료법인동오의료재단 도움요양병원,,N,,,,,,,,,,,,,,
포항이요양병원,전부휴진,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,900,1230
군립청도노인요양병원,전부 휴진,N,,,830,1700,830,1700,830,1700,830,1700,830,1700,830,1200
봉화군립노인전문요양병원,전부휴진,N,,,900,1700,900,1700,900,1700,900,1700,900,1700,840,1200
동대구요양병원,휴무,N,,,,,,,,,,,,,,
대구광역시서부노인전문병원,휴무,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,,
의료법인 덕수의료재단 성주효요양병원,휴진,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,,
의료법인생명샘의료재단 로뎀요양병원,,N,,,,,,,,,,,,,,
의료법인효천의료재단 팔공요양병원,전부휴진,N,,,900,1730,900,1730,900,1730,900,1730,900,1730,900,1230
성서요양병원,전부휴진,N,,,900,1730,900,1730,900,1730,900,1730,900,1730,900,1200
구미시립노인요양병원,전부휴진,N,,,900,500,900,500,900,500,900,500,900,500,900,1200
경주시립노인전문요양병원,휴무,N,,,900,1630,900,1630,900,1630,900,1630,900,1630,,
에스요양병원,,N,,,,,,,,,,,,,,
웰니스1004요양병원,휴진,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,900,1200
고은재활요양병원,,N,,,,,,,,,,,,,,
의료법인 원경의료재단 연일요양병원,전부 휴진,N,,,900,1730,900,1730,900,1730,900,1730,900,1730,900,1230
의성제일요양병원,"신정,구정,석가탄실일,성탄절,근로자의날",N,,,900,1800,900,1800,900,1800,900,1800,900,1800,900,1230
의료법인 영덕의료재단 영덕효요양병원,,N,,,,,,,,,,,,,,
파티마요양병원,전부 휴진,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,,
명덕효요양병원,,N,,,,,,,,,,,,,,
비에스(BS)요양병원,휴진,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,,
팔달요양병원,휴진,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,,
경주요양병원,전부휴진,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,,
프라임요양병원,전부휴진,N,,,900,530,900,530,900,530,900,530,900,530,,
선요양병원,,N,,,,,,,,,,,,,,
남구미요양병원,전부휴진,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,,
의료법인 자광의료재단 선우요양병원,전부휴진,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,,
고려대련요양병원,,N,,,,,,,,,,,,,,
의료법인유성의료재단 유성요양병원,전부휴진,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,,
월배요양병원,,N,,,,,,,,,,,,,,
의료법인베델의료재단 구미천사요양병원,전부휴진,N,,,930,1630,930,1630,930,1630,930,1630,930,1630,,
의료법인 안흥의료재단 새안동요양병원,휴무,N,,,830,1730,830,1730,830,1730,830,1730,830,1730,,
한결요양병원,전부휴진,N,,,900,1740,900,1740,900,1740,900,1740,900,1740,900,1230
제일효요양병원,전부 휴진,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,900,1300
새결요양병원,전부 휴진,N,,,900,1740,900,1740,900,1740,900,1740,900,1740,900,1220
의료법인 채움의료재단 약손요양병원,,N,,,,,,,,,,,,,,
열경요양병원,휴무,N,,,900,1700,900,1700,900,1700,900,1700,900,1700,900,1200
다사요양병원,전부휴진,N,,,900,1800,900,1700,900,1700,900,1700,900,1700,900,1300
대명휴요양병원,휴진,N,,,900,1730,900,1730,900,1730,900,1730,900,1730,900,1300
김신요양병원,휴진,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,,
영덕제일요양병원,,N,,,,,,,,,,,,,,
신홍도요양병원,전부 휴진,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,900,1300
송현효요양병원,전부 휴진,N,,,830,1730,830,1730,830,1730,830,1730,830,1730,,
문요양병원,휴무인  경우도 있고 상황에 따라 근무도 합니다.,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,900,1300
신경주요양병원,전부 휴진,N,,,900,1720,900,1720,900,1720,900,1720,900,1720,900,1220
감꽃요양병원,전부 휴진,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,,
의료법인영은의료재단 김천감문휴요양병원,전부 휴진,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,,
현풍요양병원,휴진,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,,
의료법인경진의료재단 오천경희요양병원,,N,,,830,1730,830,1730,830,1730,830,1730,830,1730,,
대구요양병원,전부휴진,N,,,900,1740,900,1740,900,1740,900,1740,900,1740,900,1230
수성제니스요양병원,오전9시~오전12시,N,,,900,1730,900,1730,900,1730,900,1730,900,1730,900,1200
의료법인소랑의료재단 구미제일요양병원,,N,,,,,,,,,,,,,,
수성명가요양병원,전부휴진,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,900,1500
의료법인포항삼광의료재단 드림요양병원,전부 휴진,N,,,,,,,,,,,,,,
의성군공립요양병원,,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,,
가창파티마요양병원,전부 휴진,N,,,830,1730,830,1730,830,1730,830,1730,830,1730,830,1230
뉴경대요양병원,,N,,,,,,,,,,,,,,
의료법인은성의료재단 좋은선린요양병원,전부 휴진,N,,,900,1800,900,1700,900,1700,900,1700,900,1700,900,1300
칠성요양병원,전부휴진,N,,,900,1730,900,1730,900,1730,900,1730,900,1730,1000,1230
건양요양병원,전부 휴진,N,,,830,1730,830,1730,830,1730,830,1730,830,1730,830,1230
문경점촌요양병원,휴진,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,900,1200
의료법인 현보의료재단 해오름요양병원,전부휴진,N,,,,,,,,,,,,,,
센트럴요양병원,전부 휴진,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,900,1300
구미숲요양병원,,N,,,,,,,,,,,,,,
리암요양병원,전부휴진,N,,,900,1730,900,1730,900,1730,900,1730,900,1730,900,1730
문양요양병원,휴진,N,,,900,1730,900,1730,900,1730,900,1730,900,1730,,
시립문경요양병원,휴무,N,,,830,530,830,530,830,530,830,530,830,530,,
이시아요양병원,전부 휴진,N,,,900,1740,900,1740,900,1740,900,1740,900,1740,900,1220
강북요양병원,,N,,,,,,,,,,,,,,
참좋은요양병원,,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,,
오거리사랑요양병원,전부 휴진,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,,
의료법인 일원의료재단 늘푸른요양병원,전부휴진,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,,
대덕의료재단 보람요양병원,오후 1시 이후,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,900,1300
의료법인 영주의료재단 명품요양병원,전부 휴진,N,,,900,1730,900,1730,900,1730,900,1730,900,1730,900,1230
의료법인무일의료재단 참좋은요양병원,전부휴진,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,,
울진군의료원요양병원,,N,,,,,,,,,,,,,,
의료법인인덕의료재단 복주요양병원,전부휴진,N,,,900,1730,900,1730,900,1730,900,1730,900,1730,900,1230
의료법인 벽산의료재단 경희요양병원,,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,,
구미가톨릭요양병원,전부 휴진,N,,,900,1900,900,1900,900,1900,900,1900,900,1900,900,1200
성요셉요양병원,전부 휴진,N,,,900,1740,900,1740,900,1740,900,1740,900,1740,900,1220
김천요양병원,전부휴진,N,,,830,1730,830,1730,830,1730,830,1730,830,1730,,
의료법인경북의료재단 길주요양병원,전부휴진,N,,,900,1700,900,1700,900,1700,900,1700,900,1700,900,1300
효경지요양병원,전부 휴진,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,,
의료법인송학의료재단 효사랑요양병원,전부휴진,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,,
의료법인 우석의료재단 연세요양병원,전부휴진,N,,,900,1730,900,1730,900,1730,900,1730,900,1730,,
호암의료재단 우리요양병원,,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,,
의료법인염광의료재단성심요양병원,휴진,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,,
의료법인바로의료재단 미루요양병원,휴무,N,,,,,,,,,,,,,,
휴요양병원,전부휴진,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,,
더조은요양병원,전부휴진,N,,,,,,,,,,,,,,
달성요양병원,휴진,N,,,900,1740,900,1740,900,1740,900,1740,900,1740,900,1240
이로운요양병원,휴무,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,,
의료법인운하의료재단 포항요양병원,,N,,,,,,,,,,,,,,
언더로뎀요양병원,전부 휴진,N,,,900,1730,900,1730,900,1730,900,1730,900,1730,900,1300
아리채요양병원,전부휴진,N,,,900,1730,900,1730,900,1730,900,1730,900,1730,900,1230
의료법인해도의료재단제일마디요양병원,휴무,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,,
의료법인송백의료재단 늘푸른요양병원,전부휴진,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,900,1230
의료법인양지의료재단 양지요양병원,전부휴진,N,,,,,,,,,,,,,,
대구행복요양병원,휴무,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,,
의료법인송죽의료재단 경주으뜸요양병원,휴무,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,,
하나요양병원,전부휴진,N,,,1000,1800,1000,1800,1000,1800,1000,1800,1000,1800,1000,1200
구미 푸른요양병원,휴진,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,0,0
스위스요양병원,,N,,,,,,,,,,,,,,
영천요양병원,,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,,
상인요양병원,전부 휴진,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,900,1230
의료법인 서정의료재단 강동요양병원,전부휴진,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,,
포항휴요양병원,전부 휴진,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,,
의료법인기호의료재단 청하요양병원,휴진,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,,
뉴영대요양병원,휴무,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,900,1240
의료법인청암의료재단 포항송라요양병원,전부 휴진,N,,,930,1800,930,1800,930,1800,930,1800,930,1800,,
의료법인 선한의료재단 청도자연요양병원,휴무,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,900,1300
